Nivelcurso;Campus;Unidade;OrgCo[DivDec];OrgCo[ImplDec];OrgCo[RepOrgCol];AvaliaSetores[PROAE];AvaliaSetores[PROPP];AvaliaSetores[PRGRA];AvaliaSetores[PROEX];AvaliaSetores[PRCUL];AvaliaSetores[PROINOV];AvaliaSetores[DRI];AvaliaSetores[DIAAF];AvaliaSetores[COORD];AvaliaSetores[OUVID];AvaliaSetores[CATEND];EstReg;RAGRI;CPA;AplRF[DAtEn];AplRF[DAtPe];AplRF[DAtEx];AplRF[DAtInov];AplRF[AqEqi];AplRF[MAREF];AplRF[BProj];AplRF[BMoTP];AplRF[CAVS];TrInv;Qaberta
Graduação (presencial ou a distância);UFJF - campus Juiz de Fora;ICH – Instituto de Ciências Humanas;Concordo totalmente;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;Concordo totalmente;Concordo totalmente;Não sei / Não se aplica;Concordo totalmente;Não concordo nem discordo;Concordo totalmente;Concordo;Concordo totalmente;Concordo totalmente;Concordo totalmente;Discordo totalmente;Concordo totalmente;Concordo totalmente;Discordo;Não concordo nem discordo;Concordo;Concordo;Concordo totalmente;Não sei / Não se aplica;Concordo;Concordo totalmente;
Graduação (presencial ou a distância);UFJF - campus Juiz de Fora;ICH – Instituto de Ciências Humanas;Discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Concordo;Não concordo nem discordo;Discordo;Concordo;Concordo;Discordo;Concordo;Concordo;Concordo;Concordo;Não concordo nem discordo;Discordo;Discordo;Discordo;Discordo;Concordo;
Pós-graduação (lato ou stricto sensu);UFJF - campus Juiz de Fora;Faculdade de Farmácia;Concordo;Concordo;Concordo;Não sei / Não se aplica;Concordo totalmente;Não sei / Não se aplica;Não sei / Não se aplica;Concordo totalmente;Concordo;Não concordo nem discordo;Não sei / Não se aplica;Concordo totalmente;Concordo;Concordo;Concordo totalmente;Concordo totalmente;Discordo;Concordo;Concordo totalmente;Concordo;Concordo;Concordo;Concordo;Concordo totalmente;Não sei / Não se aplica;Não sei / Não se aplica;Concordo totalmente;
Graduação (presencial ou a distância);UFJF - campus Juiz de Fora;ICH – Instituto de Ciências Humanas;Concordo;Não concordo nem discordo;Não concordo nem discordo;Não sei / Não se aplica;Não sei / Não se aplica;Concordo;Concordo;Concordo totalmente;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;Concordo totalmente;Concordo;Concordo totalmente;Concordo;Discordo totalmente;Concordo;Concordo;Concordo totalmente;Concordo;Discordo;Não concordo nem discordo;Concordo;Concordo;Concordo;Não sei / Não se aplica;
Graduação (presencial ou a distância);UFJF - campus Juiz de Fora;Faculdade de Odontologia;Não sei / Não se aplica;Não sei / Não se aplica;Concordo totalmente;Discordo totalmente;Discordo totalmente;Discordo totalmente;Não concordo nem discordo;Discordo totalmente;Discordo totalmente;Discordo totalmente;Discordo totalmente;Concordo totalmente;Discordo totalmente;Discordo totalmente;Discordo totalmente;Discordo totalmente;Discordo totalmente;Discordo totalmente;Discordo totalmente;Concordo;Concordo;Discordo totalmente;Discordo totalmente;Concordo;Concordo;Concordo;Discordo totalmente;
Graduação (presencial ou a distância);UFJF - campus Juiz de Fora;Faculdade de Farmácia;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Concordo;Concordo;Concordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Discordo;Não concordo nem discordo;Concordo;Concordo;Concordo;Concordo;Discordo;Discordo;Discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;
Graduação (presencial ou a distância);UFJF - campus Juiz de Fora;Outra;Discordo;Discordo;Discordo;Não concordo nem discordo;Não concordo nem discordo;Discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Discordo;Concordo;Não concordo nem discordo;Discordo;Não concordo nem discordo;Discordo;Discordo;Discordo;Discordo totalmente;Discordo;Discordo;Discordo;Não concordo nem discordo;O que mais causa impacto são a falta de estrutura e insumos para realização das atividades do curso de Medicina Veterinária, que por muitas vezes os próprios alunos são obrigados a tirar de sua própria renda (que muitos não tem, inclusive, pois só recebe auxílio passagem) para arcar com esses materiais necessários para dar seguimento ao ensino e as atividades.
Graduação (presencial ou a distância);UFJF - campus Juiz de Fora;Faculdade de Letras;Discordo;Concordo;Discordo;Concordo totalmente;Concordo totalmente;Concordo;Não concordo nem discordo;Concordo;Concordo;Concordo;Concordo;Concordo totalmente;Não sei / Não se aplica;Não sei / Não se aplica;Não concordo nem discordo;Concordo;Não concordo nem discordo;Concordo;Concordo;Concordo;Não concordo nem discordo;Não concordo nem discordo;Concordo;Concordo;Concordo;Concordo;Não concordo nem discordo;
Graduação (presencial ou a distância);UFJF - campus Juiz de Fora;ICE – Instituto de Ciências Exatas;Discordo;Não sei / Não se aplica;Não sei / Não se aplica;Concordo totalmente;Concordo;Concordo;Concordo totalmente;Discordo;Discordo;Discordo;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Discordo;Concordo totalmente;Discordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Discordo;Concordo;Discordo;Concordo totalmente;Concordo;Concordo;Não sei / Não se aplica;
Graduação (presencial ou a distância);UFJF - campus Juiz de Fora;ICH – Instituto de Ciências Humanas;Discordo;Discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Concordo;Não concordo nem discordo;Não concordo nem discordo;Concordo;Concordo;Não concordo nem discordo;Concordo;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Não concordo nem discordo;Não concordo nem discordo;Concordo;Concordo;Concordo;Não concordo nem discordo;
Pós-graduação (lato ou stricto sensu);UFJF - campus Juiz de Fora;ICE – Instituto de Ciências Exatas;Não concordo nem discordo;Não sei / Não se aplica;Não concordo nem discordo;Não sei / Não se aplica;Concordo;Concordo;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;Não concordo nem discordo;Concordo totalmente;Concordo totalmente;Discordo;Concordo totalmente;Não sei / Não se aplica;Concordo;Discordo totalmente;Concordo;Discordo;Não sei / Não se aplica;Não sei / Não se aplica;Discordo totalmente;Não concordo nem discordo;Concordo;Discordo;Não sei / Não se aplica;Discordo;Mesmo após ser aluno da UFJF por quase 10 anos, nunca tinha ouvido falar da CPA. Em relação à transparência dos recursos gastos pela UFJF, sei que os dados estão dispostos em locais como o portal da transparência e o SEI, porém, ambos são difíceis de usar o que dificulta encontrar as informações de forma mais detalhada.
Graduação (presencial ou a distância);UFJF - campus Juiz de Fora;ICH – Instituto de Ciências Humanas;Não concordo nem discordo;Não concordo nem discordo;Concordo;Concordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não sei / Não se aplica;Não sei / Não se aplica;Concordo;Concordo;Concordo totalmente;Não concordo nem discordo;Não concordo nem discordo;Discordo totalmente;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;"Sonho com uma universidade de ponta, com  uma UFJF de ponta.

Existe uma tirania e opressão pedagógica perpetuando métodos de docência e avaliação obsoletos.
O professores da UFJF, em sua maioria, são doutores, mas sem formação pedagógica, já que o país não demanda uma licenciatura para docência no ensino superior.
Como consequência, existem professores altamente competentes, com um trabalho pedagógico fraco.
Em conversas com colegas, é comum essas reclamações.
Alunos sofrem. 
É um contradição querer que uma UFJF de ponta, em que o ensino é um dos pilares do tripé, com professores que exercem a docência no achismo. Somente reproduzem uma cultura de má qualidade no ensino.
Certamente, faço a ressalva que não são todos. Existem professores exemplares.
Pessoas já adoeceram e adoecem. Alunos desistem dos seus cursos. Parte da responsabilidade está no exercício da docência de modo irresponsável, a nível de senso comum.
Professores estão em uma universidade que valoriza a ciência, zelam pela ciência, mas quando se trata da educação e estudos científicos nessa área, que orientam o trabalho docente, a educação é negligenciada.

Eu não sei qual caminho rumo a melhoria do ensino. Poderia, talvez, professores da faculdade de educação da UFJF poderiam conversar com a pró-reitoria responsável pelo ensino.  Urge um plano de ação. Acredito sinceramente que existem professores(as) na Faced que podem colaborar.

Os alunos precisam de professores e professoras, com domínio do conhecimento científico e boas práticas educativas e não somente um professor doutor que passou para um concurso de professor.

Pela saúde mental dos estudantes, pela valorização da ciência também no ensino dos professores da UFJF."
Graduação (presencial ou a distância);UFJF - campus Juiz de Fora;Faculdade de Arquitetura e Urbanismo;Concordo;Não concordo nem discordo;Concordo;Não concordo nem discordo;Concordo;Concordo;Concordo;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;Concordo totalmente;Não sei / Não se aplica;Concordo;Concordo;Concordo;Não concordo nem discordo;Discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Discordo;Discordo;Concordo;Não concordo nem discordo;
Graduação (presencial ou a distância);UFJF - campus Juiz de Fora;Faculdade de Engenharia;Discordo;Não concordo nem discordo;Discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Discordo;Discordo totalmente;Discordo totalmente;Discordo totalmente;Não concordo nem discordo;Não concordo nem discordo;Discordo totalmente;Discordo totalmente;Discordo totalmente;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Discordo totalmente;
Graduação (presencial ou a distância);UFJF - campus Juiz de Fora;ICH – Instituto de Ciências Humanas;Discordo;Discordo;Discordo;Discordo;Não concordo nem discordo;Discordo;Discordo;Concordo;Discordo;Discordo;Discordo;Não concordo nem discordo;Discordo;Discordo;Discordo;Concordo;Discordo;Discordo;Discordo;Discordo;Discordo;Discordo;Discordo;Discordo totalmente;Discordo totalmente;Discordo totalmente;Não concordo nem discordo;
Graduação (presencial ou a distância);UFJF - campus Juiz de Fora;Faculdade de Engenharia;Concordo;Concordo;Concordo;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;Não sei / Não se aplica;Concordo;Concordo;Concordo;Não concordo nem discordo;Discordo;Discordo;Discordo;Discordo;Discordo;Discordo;Discordo;Concordo;Concordo;Não concordo nem discordo;
Graduação (presencial ou a distância);UFJF - campus Juiz de Fora;Faculdade de Enfermagem;Discordo totalmente;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Concordo totalmente;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Discordo totalmente;Concordo totalmente;Não concordo nem discordo;Discordo;Não sei / Não se aplica;Não sei / Não se aplica;Não concordo nem discordo;Discordo totalmente;Discordo totalmente;Não sei / Não se aplica;Não concordo nem discordo;Discordo;Não sei / Não se aplica;
Graduação (presencial ou a distância);UFJF - campus Governador Valadares;Faculdade de Medicina;Não concordo nem discordo;Discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Discordo;Não concordo nem discordo;Não concordo nem discordo;Discordo;Discordo;Concordo;Não concordo nem discordo;Discordo;Discordo;Não concordo nem discordo;Discordo;Não concordo nem discordo;Não concordo nem discordo;Discordo totalmente;Não concordo nem discordo;Discordo;Discordo;Discordo;Discordo totalmente;Discordo totalmente;Concordo totalmente;Não concordo nem discordo;Acredito que o RAG deveria exigir que os professores dessem no mínimo 5 pontos de trabalho, Estudo Dirigido, atividade prática ou participação. Do jeito atual, os professores podem dar somente prova. Penso que prova não seja o método ideal de avaliar os conhecimentos dos alunos, apesar de ser o mais disseminado academicamente. Deveríamos ao menos diversificar para 2 métodos de avaliação do ensino.
Graduação (presencial ou a distância);UFJF - campus Juiz de Fora;Faculdade de Enfermagem;Discordo;Não concordo nem discordo;Concordo;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Discordo totalmente;Concordo totalmente;Concordo totalmente;Concordo;Concordo;Discordo;Concordo;Concordo;Concordo;Concordo;Não concordo nem discordo;Concordo;Concordo totalmente;Concordo totalmente;Concordo;Concordo;A coordenação de curso de graduação, especialmente da faculdade de enfermagem possui um péssimo atendimento ao aluno, sendo completamente relapso e omisso, não auxiliando os alunos nem no mínimo necessário.
Graduação (presencial ou a distância);UFJF - campus Governador Valadares;ICV - Instituto de Ciências da Vida (Governador Valadares);Discordo;Discordo;Discordo;Não concordo nem discordo;Não sei / Não se aplica;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Concordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Concordo totalmente;Discordo totalmente;Concordo;Não sei / Não se aplica;Concordo;Não sei / Não se aplica;Concordo;Discordo totalmente;Não concordo nem discordo;Não concordo nem discordo;Não sei / Não se aplica;Discordo;Creio que falta divulgação do que tem sido feito dentro da Universidade, assim como das normas, direitos e deveres dos alunos. Muita gente que precisa pode deixar de usufruir de momentos, oportunidades, benefícios pelo desconhecimento.
Graduação (presencial ou a distância);UFJF - campus Juiz de Fora;Faculdade de Odontologia;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Concordo;Concordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Concordo;Não concordo nem discordo;Concordo;Não concordo nem discordo;Não concordo nem discordo;Concordo;Não concordo nem discordo;Não concordo nem discordo;Não concordo nem discordo;Concordo;Concordo;Concordo;Não concordo nem discordo;Não concordo nem discordo;
Graduação (presencial ou a distância);UFJF - campus Juiz de Fora;Faculdade de Medicina;Discordo;Discordo;Discordo;Concordo;Não sei / Não se aplica;Discordo;Discordo;Não sei / Não se aplica;Não sei / Não se aplica;Concordo;Não sei / Não se aplica;Discordo;Discordo;Discordo;Discordo;Concordo;Discordo totalmente;Discordo;Discordo totalmente;Discordo totalmente;Discordo;Discordo;Discordo;Discordo totalmente;Não concordo nem discordo;Não sei / Não se aplica;Discordo totalmente;Negligenciam completamente o curso de Medicina Veterinária,  a estrutura é pior do que muitas faculdades particulares que tem fama de serem ruins.  A única coisa boa do curso são os professores, que fazem milagre com os poucos recursos que possuem para formar profissionais descentes. Nenhum aluno desse curso consegue ter a verdadeira experiência do que é estudar em uma universidade federal, infelizmente.
Pós-graduação (lato ou stricto sensu);UFJF - Polos de EaD;Outra;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Discordo;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Concordo totalmente;Sem comentário excelente universidade
